id,volume,domain,type,priority,requirement,rationale,verification,acceptance
REQ-00794,V27,ITAM,Fonctionnelle,N1,"OpenInfra doit gérer les licences logicielles ITAM avec référence de licence, référence contrat, produit, éditeur, métrique, quantité achetée, quantité assignée, période de droit, statut et rapport de conformité.",Couvrir EPIC-1205 Licences et contrats sans mélanger les garanties/support matériel et en permettant la détection des sur-affectations logicielles.,"Tests domaine/service, API HTTP, CLI, OpenAPI, portail web, migration PostgreSQL et validation de non-régression.","Les endpoints /api/v1/itam/software-license, /assignment et /compliance, les commandes CLI, la migration 0028 et les formulaires ITAM web sont présents ; le rapport retourne compliant, over_assigned, expired ou planned."
REQ-00795,V27,IMPORT/API/WEB,Fonctionnelle,N1,"OpenInfra doit exposer l’état d’avancement des imports massifs reprenables via service, CLI, API HTTP, OpenAPI, discovery et portail web sans relire le fichier source.","Couvrir P13 / EPIC-1301 en donnant aux opérateurs un état fiable des checkpoints, lignes traitées, compteurs valides/invalides et capacité de reprise après interruption.","Tests domaine/service, CLI, API HTTP, OpenAPI, validation frontend, tests intégration openinfra-web et non-régression des imports massifs existants.","La commande openinfra import bulk-progress et l’endpoint GET /api/v1/imports/bulk-progress retournent job_id, statut, next_row_number, processed_rows, compteurs, batches_completed, resumable et final_report_available ; le portail expose l’opération Imports / Exports."
REQ-00796,V27,EXPORT/API/WEB,Fonctionnelle,N1,"OpenInfra doit permettre la lecture streaming par chunks des artefacts d’export massifs signés, après vérification SHA-256 et HMAC-SHA256 de l’artefact complet.","Couvrir P13 / EPIC-1302 en évitant les téléchargements monolithiques côté clients, tout en préservant l’intégrité, la reprise par offset et la compatibilité des exports existants.","Tests domaine/service, CLI, API HTTP, OpenAPI, validation frontend, tests intégration openinfra-web et non-régression des exports complets existants.","La commande openinfra export artifact-chunk et l’endpoint GET /api/v1/exports/artifact-chunk retournent offset, taille demandée, taille chunk, next_offset, final_chunk, chunk_sha256, content_base64 et métadonnées d’artefact sans exposer le secret de signature."
REQ-00797,V27,RSOT/WEB/API/CLI,Fonctionnelle/UX,N1,"OpenInfra doit exposer RSOT (Ressource Source of Truth) comme nom canonique du composant anciennement ITRM sur CLI, API, OpenAPI, discovery, portail web, recherche globale, rôles RBAC et documentation, tout en conservant temporairement les alias ITRM/SOT/RI comme dépréciés.","Aligner le vocabulaire produit sur la source de vérité des ressources, éviter la confusion entre composants et préparer le retrait progressif des anciens alias sans rupture ascendante immédiate.","Tests CLI/API/HTTP, recherche globale, validation frontend, OpenAPI/discovery, tests web, Ruff format/check et documentation CDC/roadmap.","Les surfaces publiques utilisent rsot/openinfra rsot//api/v1/rsot/core_rsot/rsot:* ; les alias itrm/sot/ri restent acceptés avec avertissement ou marquage de dépréciation ; le portail affiche RSOT, le statut runtime utilise uniquement une couleur texte bleue discrète et les boutons de soumission restent des btn-primary surchargés."
REQ-00798,V25,INTEGRATIONS-ITSM,Fonctionnelle/Sécurité,N1,"OpenInfra doit exposer les connecteurs ITSM externes ServiceNow comme intégrations de contexte uniquement, sans créer de ticketing natif, avec validation HTTPS, secret par référence, publication CLI/API/UI/OpenAPI/discovery et surcharge Bootstrap btn-primary turquoise.",Couvrir le besoin Pro/Entreprise d'interopérabilité ITSM tout en respectant l'exclusion d'un module ITSM intégré et en corrigeant l'UX thème sans classes dédiées.,"Tests domaine, service, CLI, HTTP, OpenAPI, discovery, validation frontend, tests web et tests de sécurité négatifs sur secrets en clair.","Les contrats ServiceNow sont disponibles, les secrets ne sont jamais en clair, native_ticketing_enabled reste false, les boutons submit utilisent btn-primary surchargé #24d8ab, le statut runtime utilise uniquement le texte #003D8F."
REQ-00799,V25,INTEGRATIONS-ITSM,Fonctionnelle/Sécurité,N1,"OpenInfra doit exposer Jira Service Management Assets comme connecteur ITSM externe de contexte uniquement, sans créer de ticketing natif, avec validation HTTPS, secret par référence, publication CLI/API/UI/OpenAPI/discovery et plans de synchronisation depuis RSOT.","Étendre P13/P25 aux connecteurs Jira demandés par la roadmap, tout en conservant l’exclusion stricte d’un module ITSM intégré.","Tests domaine, service, CLI, HTTP, OpenAPI, discovery, validation frontend, tests web et tests de sécurité négatifs sur secrets en clair.","Les contrats Jira Assets sont disponibles, les secrets ne sont jamais en clair, native_ticketing_enabled reste false, les endpoints sont protégés par security:admin quand l’authentification est active et les contrats ServiceNow restent compatibles."
REQ-00800,V25,INTEGRATIONS-ITSM,Fonctionnelle/Sécurité,N1,"OpenInfra doit exposer GLPI Inventory et Freshservice Assets comme connecteurs ITSM externes de contexte uniquement, sans créer de ticketing natif, avec validation HTTPS, secret par référence, publication CLI/API/UI/OpenAPI/discovery et plans de synchronisation depuis RSOT.","Compléter P13/EPIC-1304 avec les connecteurs GLPI et Freshservice prévus par la roadmap, tout en conservant l’exclusion stricte d’un module ITSM intégré.","Tests domaine, service, CLI, HTTP, OpenAPI, discovery, validation frontend, tests web et tests de sécurité négatifs sur secrets en clair.","Les contrats GLPI Inventory et Freshservice Assets sont disponibles, les secrets ne sont jamais en clair, native_ticketing_enabled reste false, les endpoints sont protégés par security:admin quand l’authentification est active et les contrats ServiceNow/Jira restent compatibles."
REQ-00801,V27,INTEGRATIONS-ITSM/API/CLI,Fonctionnelle/Sécurité,N1,"OpenInfra doit préparer le raccordement futur d’OpenService comme solution ITSM/CMDB autonome externe, disponible en Pro et Enterprise, avec contrats backend/API, CLI, OpenAPI et discovery, sans interface OpenService dans openinfra-web et sans ticketing natif OpenInfra.",Permettre au futur produit OpenService de s’intégrer proprement à OpenInfra sans figer son CDC ni introduire de couplage UI prématuré.,"Tests domaine, service, CLI, API HTTP, OpenAPI, discovery, validation frontend négative et tests de sécurité sur URL/secrets.","Le fournisseur openservice, les commandes CLI, les endpoints /openservice/validate et /openservice/cmdb-sync-plan et les entrées discovery/OpenAPI existent ; native_ticketing_enabled=false ; openinfra_web_ui_enabled=false ; aucun formulaire OpenService n’est publié dans openinfra-web."
REQ-00802,V13,IMPORT/API/CLI/WEB,Fonctionnelle/Sécurité,N1,"OpenInfra doit exposer un rollback conflict-aware des imports massifs appliqués, avec dry-run par défaut, restauration de versions RSOT, mise en retrait sans suppression physique des objets créés, détection des modifications concurrentes, publication CLI/API/OpenAPI/discovery et portail web.","Permettre une annulation opérable, auditée et non destructive des imports massifs P13 sans casser la source de vérité RSOT ni écraser des modifications concurrentes.","Tests service, CLI, API HTTP, OpenAPI, discovery, validation frontend, tests web, audit et tests de non-régression import massif.","La commande, l’endpoint et l’opération web existent ; le dry-run ne mute pas ; l’application restaure les versions précédentes ou met les objets créés en retrait ; les conflits sont bloqués par défaut ; aucune suppression physique n’est réalisée."
REQ-00803,V13,IMPORT/API/CLI/WEB,Fonctionnelle/Documentation,N1,"OpenInfra doit exposer des guides opérables de migration depuis Device42, NetBox, Nautobot, GLPI et CSV générique, avec template, étapes, contrôles requis, contrôles rollback, critères de succès, publication CLI/API/OpenAPI/discovery et portail web, sans mutation RSOT.",Finaliser P13 / EPIC-1306 en donnant aux opérateurs un chemin de migration déterministe et auditable avant exécution des plans et imports massifs.,"Tests domaine, service, CLI, API HTTP, OpenAPI, discovery, validation frontend, tests web et documentation runbook.","La commande openinfra import migration-guide, l’endpoint GET /api/v1/imports/migration-guide, discovery, OpenAPI et le portail Imports / Exports retournent un guide structuré ; native_ticketing_enabled=false ; RSOT reste canonique ; aucun objet RSOT n’est modifié."
REQ-00804,V14,DISCOVERY/API/CLI/WEB,Fonctionnelle/Sécurité,N1,"OpenInfra doit exposer un plan de discovery locale Lite/Pro sans agent proxy, en mode plan-only/dry-run, avec cibles explicites, protocole borné, secrets référencés vault://, absence de scan réseau exécuté et absence de mutation RSOT automatique.","Démarrer P14 / EPIC-1401 avec une brique opérable et sûre qui prépare la discovery locale sans introduire de worker, d’agent ni d’effet de bord.","Tests domaine, service, CLI, API HTTP, OpenAPI, discovery, validation frontend, tests web et documentation runbook.","La commande openinfra discovery local-plan, l’endpoint POST /api/v1/discovery/local-plan, discovery, OpenAPI et le portail Discovery retournent un plan dry-run ; agent_required=false ; network_scan_executed=false ; rsot_write_enabled=false."
REQ-00805,V08,WEB/UX,Fonctionnelle/UX,N2,"OpenInfra doit regrouper les opérations du panneau latéral openinfra-web par contexte fonctionnel sous chaque composant, y compris les connecteurs Intégrations par fournisseur, sans supprimer d’opération et sans exposer OpenService dans le portail OpenInfra.","Améliorer la lisibilité opérateur lorsque le nombre d’opérations augmente, tout en conservant la compatibilité UI/API existante et la décision OpenService UI autonome.","Tests frontend, tests web, validation statique JS/CSS et non-régression des routes API.",Chaque composant affiche des groupes contextuels ; ServiceNow/Jira/GLPI/Freshservice sont groupés sous Intégrations ; toutes les opérations existantes restent sélectionnables ; OpenService reste absent de openinfra-web.
